obs_date,USARGDP,USAConsConf,USAAutoSales,USANewHomeSales,USAExistHomeSales,USAPendHomeSales,USANAHB,USATotEmp,USAPMIManuf,USAPMIServices,USAPMIChicago,USAPhilFed,USAEmpStateManuf,USATippEconOpt,USAIndProd,USAHomeStarts,USAHomePermits,USAConstExpend,USANewOrdersManufxTrans,USADurGoods,USADurGoodsxTrans,USAInitClaims,USARetSales
3/1/1970,4707.1,101.7,NA,389,1370,NA,NA,78863,46.9,NA,41.4,-31.2,NA,NA,39.1768,1319,1132,105.867,NA,NA,NA,262,NA
4/1/1970,4715.4,98,NA,445,1510,NA,NA,78930,45,NA,38.9,-16.9,NA,NA,39.0761,1264,1224,103.649,NA,NA,NA,305,NA
5/1/1970,4715.4,98,NA,466,1530,NA,NA,78564,47.2,NA,35.2,-21.5,NA,NA,39.0306,1290,1328,103.374,NA,NA,NA,318,NA
6/1/1970,4715.4,88.1,NA,485,1580,NA,NA,78413,51.1,NA,43.5,-8.5,NA,NA,38.9043,1385,1322,104.969,NA,NA,NA,301,NA
7/1/1970,4757.2,88.1,NA,481,1630,NA,NA,78726,49.5,NA,46,7.3,NA,NA,38.9998,1517,1324,105.715,NA,NA,NA,288,NA
8/1/1970,4757.2,91,NA,515,1720,NA,NA,78624,47.3,NA,46.8,7,NA,NA,38.9303,1399,1394,105.972,NA,NA,NA,266,NA
9/1/1970,4757.2,91,NA,564,1730,NA,NA,78498,44.1,NA,41.1,14,NA,NA,38.6619,1534,1426,105.377,NA,NA,NA,292,NA
10/1/1970,4708.3,83.2,NA,545,1700,NA,NA,78685,42.4,NA,35.4,3.7,NA,NA,37.8886,1580,1564,107.184,NA,NA,NA,327,NA
11/1/1970,4708.3,83.2,NA,570,1750,NA,NA,78650,39.7,NA,38.1,6.3,NA,NA,37.6591,1647,1502,110.26,NA,NA,NA,336,NA
12/1/1970,4708.3,75.7,NA,582,1850,NA,NA,78594,45.4,NA,36.7,10,NA,NA,38.5239,1893,1767,114.009,NA,NA,NA,306,NA
1/1/1971,4834.3,75.7,NA,618,1910,NA,NA,78864,47.9,NA,41.4,28.9,NA,NA,38.8203,1828,1643,112.332,NA,NA,NA,288,NA
2/1/1971,4834.3,77.4,NA,618,1900,NA,NA,78700,54.8,NA,47.4,39.3,NA,NA,38.7463,1741,1588,113.834,NA,NA,NA,296,NA
3/1/1971,4834.3,77.4,NA,681,1980,NA,NA,78588,51.2,NA,47.6,33.2,NA,NA,38.7043,1910,1759,116.293,NA,NA,NA,297,NA
4/1/1971,4861.9,75.2,NA,662,2010,NA,NA,78987,54.5,NA,49,37.5,NA,NA,38.9217,1986,1745,120.091,NA,NA,NA,279,NA
5/1/1971,4861.9,75.2,NA,618,2040,NA,NA,79139,54.2,NA,51.2,39.2,NA,NA,39.1192,2049,1972,121.041,NA,NA,NA,293,NA
6/1/1971,4861.9,82.3,NA,646,1990,NA,NA,78757,53.8,NA,48.1,31.3,NA,NA,39.2832,2026,1903,122.419,NA,NA,NA,295,NA
7/1/1971,4900,82.3,NA,706,2000,NA,NA,79305,54.4,NA,49.4,26,NA,NA,39.1692,2083,2069,124.99,NA,NA,NA,264,NA
8/1/1971,4900,82.1,NA,659,2000,NA,NA,79539,53.6,NA,51.1,23,NA,NA,38.9419,2158,2004,124.471,NA,NA,NA,349,NA
9/1/1971,4900,82.1,NA,625,2050,NA,NA,79689,55.1,NA,53.3,35.9,NA,NA,39.5748,2041,1996,124.193,NA,NA,NA,312,NA
10/1/1971,4914.3,80.3,NA,647,2050,NA,NA,79918,55,NA,55.8,39.3,NA,NA,39.871,2128,2026,127.321,NA,NA,NA,313,NA
11/1/1971,4914.3,80.3,NA,710,2140,NA,NA,80297,52.3,NA,56.8,31.9,NA,NA,40.0402,2182,2079,128.453,NA,NA,NA,301,NA
12/1/1971,4914.3,85,NA,689,2180,NA,NA,80471,57.6,NA,58.7,30.1,NA,NA,40.5024,2295,2133,129.008,NA,NA,NA,280,NA
1/1/1972,5002.4,85,NA,698,2200,NA,NA,80959,59.6,NA,60.4,34,NA,NA,41.4757,2494,2238,133.627,NA,NA,NA,295,NA
2/1/1972,5002.4,93.6,NA,711,2150,NA,NA,81108,60.6,NA,57.9,31,NA,NA,41.8685,2390,2169,130.743,NA,NA,NA,266,NA
3/1/1972,5002.4,93.6,NA,640,2180,NA,NA,81573,59.8,NA,62.7,39.7,NA,NA,42.1739,2334,2105,137.379,NA,NA,NA,264,NA
4/1/1972,5118.3,95.1,NA,684,2160,NA,NA,81655,59.3,NA,62.9,28.1,NA,NA,42.615,2249,2139,136.224,NA,NA,NA,274,NA
5/1/1972,5118.3,95.1,NA,677,2110,NA,NA,81887,61.4,NA,64.8,35.8,NA,NA,42.5954,2221,2067,136.744,NA,NA,NA,271,NA
6/1/1972,5118.3,98.9,NA,687,2170,NA,NA,82083,58.6,NA,62.1,34.2,NA,NA,42.7127,2254,2183,137.48,NA,NA,NA,268,NA
7/1/1972,5165.4,98.9,NA,681,2190,NA,NA,82230,60.1,NA,67.9,33.7,NA,NA,42.6982,2252,2195,136.735,NA,NA,NA,297,NA
8/1/1972,5165.4,104.1,NA,773,2300,NA,NA,82578,61.7,NA,66.3,35.3,NA,NA,43.2607,2382,2263,138.969,NA,NA,NA,246,NA
9/1/1972,5165.4,104.1,NA,767,2340,NA,NA,82543,65.1,NA,69.3,32.9,NA,NA,43.5841,2481,2393,140.879,NA,NA,NA,259,NA
10/1/1972,5251.2,112,NA,843,2380,NA,NA,82616,67,NA,71.6,39.2,NA,NA,44.1837,2485,2354,144.03,NA,NA,NA,263,NA
11/1/1972,5251.2,112,NA,735,2380,NA,NA,82990,69.9,NA,73.8,47.2,NA,NA,44.6892,2421,2234,144.733,NA,NA,NA,242,NA
12/1/1972,5251.2,116.1,NA,772,2490,NA,NA,83400,70.5,NA,74.4,49,NA,NA,45.1993,2366,2419,148.717,NA,NA,NA,252,NA
1/1/1973,5380.5,116.1,NA,781,2430,NA,NA,83161,72.1,NA,78.6,47.5,NA,NA,45.4981,2481,2271,150.991,NA,NA,NA,226,NA
2/1/1973,5380.5,110.8,NA,737,2500,NA,NA,83912,69.6,NA,78.1,40.6,NA,NA,46.1747,2289,2226,151.662,NA,NA,NA,226,NA
3/1/1973,5380.5,110.8,NA,725,2420,NA,NA,84452,69.6,NA,74.9,58.9,NA,NA,46.1987,2365,2062,155.573,NA,NA,NA,229,NA
4/1/1973,5441.5,102.8,NA,661,2350,NA,NA,84559,67.7,NA,75,53.8,NA,NA,46.1233,2084,1908,153.305,NA,NA,NA,247,NA
5/1/1973,5441.5,102.8,NA,660,2330,NA,NA,84648,64.8,NA,71.5,36.6,NA,NA,46.4187,2266,1931,153.321,NA,NA,NA,238,NA
6/1/1973,5441.5,104.4,NA,650,2360,NA,NA,85185,65,NA,72.6,30.4,NA,NA,46.4493,2067,2051,153.211,NA,NA,NA,246,NA
7/1/1973,5411.9,104.4,NA,601,2340,NA,NA,85299,57.8,NA,67.8,25.3,NA,NA,46.6538,2123,1819,154.948,NA,NA,NA,248,NA
8/1/1973,5411.9,93.8,NA,566,2280,NA,NA,85204,62.7,NA,69.1,18.6,NA,NA,46.5681,2051,1809,155.685,NA,NA,NA,265,NA
9/1/1973,5411.9,93.8,NA,561,2240,NA,NA,85488,63.5,NA,69.5,-0.3,NA,NA,46.9832,1874,1704,155.789,NA,NA,NA,252,NA
10/1/1973,5462.4,107.5,NA,565,2270,NA,NA,85987,66.2,NA,69.4,9.9,NA,NA,47.3049,1677,1411,154.742,NA,NA,NA,236,NA
11/1/1973,5462.4,107.5,NA,547,2260,NA,NA,86320,68.1,NA,78.8,15.1,NA,NA,47.5496,1724,1402,154.395,NA,NA,NA,282,NA
12/1/1973,5462.4,70.6,NA,519,2230,NA,NA,86401,63.6,NA,76.3,8,NA,NA,47.4374,1526,1288,153.245,NA,NA,NA,266,NA
1/1/1974,5417,70.6,NA,523,2410,NA,NA,86555,62.1,NA,68.6,-13.3,NA,NA,47.1039,1451,1331,151.763,NA,NA,NA,340,NA
2/1/1974,5417,62.7,NA,539,2380,NA,NA,86754,58.6,NA,69.6,-13.1,NA,NA,46.9577,1752,1360,155.92,NA,NA,NA,369,NA
3/1/1974,5417,62.7,NA,572,2440,NA,NA,86819,61.8,NA,59,-12,NA,NA,46.9699,1555,1440,155.948,NA,NA,NA,305,NA
4/1/1974,5431.3,95.1,NA,544,2390,NA,NA,86669,59.9,NA,63,-11.8,NA,NA,46.8314,1607,1254,156.922,NA,NA,NA,296,NA
5/1/1974,5431.3,95.1,NA,590,2400,NA,NA,86891,55.7,NA,58.1,-9.3,NA,NA,47.1749,1426,1138,156.697,NA,NA,NA,296,NA
6/1/1974,5431.3,92.5,NA,534,2270,NA,NA,86941,54.7,NA,60.4,-8.7,NA,NA,47.1426,1513,1086,156.248,NA,NA,NA,314,NA
7/1/1974,5378.7,92.5,NA,534,2290,NA,NA,87149,54.8,NA,63,-8.5,NA,NA,47.1414,1316,1002,157.63,NA,NA,NA,311,NA
8/1/1974,5378.7,77.3,NA,492,2250,NA,NA,87037,52.9,NA,57.8,-16.9,NA,NA,46.6853,1142,917,156.712,NA,NA,NA,347,NA
9/1/1974,5378.7,77.3,NA,511,2150,NA,NA,87051,46.2,NA,46.6,-7.4,NA,NA,46.7091,1150,840,154.284,NA,NA,NA,350,NA
10/1/1974,5357.2,54.5,NA,448,2100,NA,NA,86995,42.7,NA,41,-26.1,NA,NA,46.5301,1070,824,155.098,NA,NA,NA,413,NA
11/1/1974,5357.2,54.5,NA,450,2090,NA,NA,86626,37.9,NA,35.6,-32.3,NA,NA,44.9977,1026,783,151.845,NA,NA,NA,441,NA
12/1/1974,5357.2,43.2,NA,417,2110,NA,NA,86144,30.9,NA,25.6,-57.9,NA,NA,43.4168,975,869,152.242,NA,NA,NA,528,NA
1/1/1975,5292.4,43.2,NA,416,2060,NA,NA,85627,30.7,NA,24.4,-45.3,NA,NA,42.8143,1032,726,158.552,NA,NA,NA,554,NA
2/1/1975,5292.4,54.5,NA,422,2230,NA,NA,85256,34.4,NA,23.9,-25.3,NA,NA,41.827,904,729,150.987,NA,NA,NA,545,NA
3/1/1975,5292.4,54.5,NA,477,2290,NA,NA,85187,31.6,NA,28.9,-27.9,NA,NA,41.3831,993,709,144.164,NA,NA,NA,551,NA
4/1/1975,5333.2,66.4,NA,543,2390,NA,NA,85189,37.5,NA,33.1,-28,NA,NA,41.4315,1005,866,147.656,NA,NA,NA,520,NA
5/1/1975,5333.2,66.4,NA,579,2470,NA,NA,85451,41.2,NA,36.7,-18.2,NA,NA,41.3223,1121,914,148.93,NA,NA,NA,507,NA
6/1/1975,5333.2,72.2,NA,557,2510,NA,NA,85355,45.1,NA,39.4,-6.4,NA,NA,41.6108,1087,946,148.171,NA,NA,NA,529,NA
7/1/1975,5421.4,72.2,NA,569,2450,NA,NA,85894,47.2,NA,43.6,13.7,NA,NA,41.9956,1226,1020,151.114,NA,NA,NA,446,NA
8/1/1975,5421.4,82.4,NA,566,2530,NA,NA,86234,51.4,NA,51.3,28.2,NA,NA,42.4418,1260,994,151.958,NA,NA,NA,459,NA
9/1/1975,5421.4,82.4,NA,556,2630,NA,NA,86279,54.4,NA,50.2,32.6,NA,NA,42.97,1264,1064,155.137,NA,NA,NA,447,NA
10/1/1975,5494.4,77.6,NA,609,2680,NA,NA,86370,55.5,NA,51,35.7,NA,NA,43.1519,1344,1096,156.286,NA,NA,NA,429,NA
11/1/1975,5494.4,77.6,NA,680,2740,NA,NA,86456,54.5,NA,51,43.6,NA,NA,43.2496,1360,1110,158.868,NA,NA,NA,415,NA
12/1/1975,5494.4,93.7,NA,669,2780,NA,NA,86665,54.9,NA,51.5,33.1,NA,NA,43.7878,1321,1091,161.4,NA,NA,NA,373,NA
1/1/1976,5618.5,93.7,NA,603,2810,NA,NA,87400,58.8,NA,55.6,10.3,NA,NA,44.4297,1367,1195,168.081,NA,NA,NA,402,NA
2/1/1976,5618.5,101,NA,644,2930,NA,NA,87672,61.5,NA,59.5,20.7,NA,NA,44.8638,1538,1190,168.382,NA,NA,NA,353,NA
3/1/1976,5618.5,101,NA,591,2900,NA,NA,87985,58.4,NA,62.9,36.5,NA,NA,44.9039,1421,1164,173.752,NA,NA,NA,348,NA
4/1/1976,5661,89.5,NA,611,2940,NA,NA,88416,60.6,NA,60.4,43.8,NA,NA,45.1617,1395,1132,171.772,NA,NA,NA,373,NA
5/1/1976,5661,89.5,NA,570,2960,NA,NA,88794,58.8,NA,60.1,37.6,NA,NA,45.3696,1459,1194,172.278,NA,NA,NA,395,NA
6/1/1976,5661,94.5,NA,591,3110,NA,NA,88563,58.2,NA,59.2,32.7,NA,NA,45.3655,1495,1188,172.458,NA,NA,NA,407,NA
7/1/1976,5689.8,94.5,NA,664,3100,NA,NA,89093,55.9,NA,59,28,NA,NA,45.6403,1401,1245,168.079,NA,NA,NA,372,NA
8/1/1976,5689.8,94.6,NA,648,3110,NA,NA,89223,54.5,NA,60.9,19.6,NA,NA,45.9589,1550,1309,168.925,NA,NA,NA,378,NA
9/1/1976,5689.8,94.6,NA,696,3210,NA,NA,89173,53.6,NA,57.2,22,NA,NA,46.0866,1720,1481,169.356,NA,NA,NA,383,NA
10/1/1976,5732.5,87.1,NA,708,3160,NA,NA,89274,53.5,NA,56.3,22.5,NA,NA,46.1027,1629,1425,173.772,NA,NA,NA,411,NA
11/1/1976,5732.5,87.1,NA,735,3220,NA,NA,89634,51.7,NA,56.3,13.3,NA,NA,46.7724,1641,1531,179.988,NA,NA,NA,390,NA
12/1/1976,5732.5,98.9,NA,767,3340,NA,NA,89803,56.6,NA,57.1,13.6,NA,NA,47.2614,1804,1511,184.346,NA,NA,NA,395,NA
1/1/1977,5799.2,98.9,NA,825,3430,NA,NA,89928,54.8,NA,61.4,31.1,NA,NA,47.0005,1527,1466,180.458,NA,NA,NA,416,NA
2/1/1977,5799.2,97.6,NA,839,3360,NA,NA,90342,55,NA,57.4,34.9,NA,NA,47.7183,1943,1560,184.677,NA,NA,NA,477,NA
3/1/1977,5799.2,97.6,NA,872,3580,NA,NA,90808,58.4,NA,57.8,33.3,NA,NA,48.3151,2063,1660,189.853,NA,NA,NA,355,NA
4/1/1977,5913,93.1,NA,799,3530,NA,NA,91271,56.9,NA,57.4,44.6,NA,NA,48.7456,1892,1660,196.988,NA,NA,NA,376,NA
5/1/1977,5913,93.1,NA,807,3640,NA,NA,91754,59.7,NA,60.3,30.6,NA,NA,49.1678,1971,1668,200.466,NA,NA,NA,384,NA
6/1/1977,5913,98.2,NA,805,3630,NA,NA,91959,56.8,NA,58.5,27.6,NA,NA,49.5305,1893,1752,203.309,NA,NA,NA,358,NA
7/1/1977,6017.6,97.5,NA,755,3650,NA,NA,92084,57.7,NA,58.6,21.5,NA,NA,49.6193,2058,1687,204.737,NA,NA,NA,361,NA
8/1/1977,6017.6,98.7,NA,808,3710,NA,NA,92441,54.9,NA,56.3,20.1,NA,NA,49.6279,2020,1780,205.317,NA,NA,NA,378,NA
9/1/1977,6017.6,96.7,NA,842,3760,NA,NA,92702,53.9,NA,56.5,11.1,NA,NA,49.8578,1949,1674,208.058,NA,NA,NA,359,NA
10/1/1977,6018.2,95.5,NA,819,3710,NA,NA,93052,55.4,NA,59.8,16.2,NA,NA,49.9699,2042,1758,205.695,NA,NA,NA,365,NA
11/1/1977,6018.2,98.9,NA,829,3860,NA,NA,93761,56.1,NA,59.3,17.6,NA,NA,50.0051,2042,1771,207.279,NA,NA,NA,334,NA
12/1/1977,6018.2,109.7,NA,835,3890,NA,NA,94105,59.8,NA,64.8,30.6,NA,NA,50.0845,2142,1754,206.201,NA,NA,NA,364,NA
1/1/1978,6039.2,107.8,NA,795,3900,NA,NA,94384,57.4,NA,64.7,20.4,NA,NA,49.3991,1718,1740,208.099,NA,NA,NA,346,NA
2/1/1978,6039.2,107,NA,791,3830,NA,NA,94519,55.9,NA,61.3,11.3,NA,NA,49.6456,1738,1736,209.476,NA,NA,NA,373,NA
3/1/1978,6039.2,104.7,NA,814,3970,NA,NA,94755,55,NA,58.3,9,NA,NA,50.59,2032,1799,217.329,NA,NA,NA,359,NA
4/1/1978,6274,109.9,NA,864,4090,NA,NA,95394,57.7,NA,62.5,18.6,NA,NA,51.6406,2197,1948,230.078,NA,NA,NA,345,NA
5/1/1978,6274,105.5,NA,857,4000,NA,NA,95769,60.2,NA,62.9,27.5,NA,NA,51.8185,2075,1766,235.505,NA,NA,NA,334,NA
6/1/1978,6274,109.5,NA,834,4040,NA,NA,96343,60.5,NA,63,22.9,NA,NA,52.1796,2070,1983,240.598,NA,NA,NA,331,NA
7/1/1978,6335.3,105.4,NA,789,3990,NA,NA,96090,62.2,NA,64.9,17.8,NA,NA,52.165,2092,1786,246.143,NA,NA,NA,356,NA
8/1/1978,6335.3,108,NA,756,3960,NA,NA,96431,60.3,NA,61.7,27.8,NA,NA,52.3501,1996,1691,248.935,NA,NA,NA,354,NA
9/1/1978,6335.3,106.6,NA,812,3930,NA,NA,96670,60.5,NA,65.6,17.8,NA,NA,52.4894,1970,1751,252.417,NA,NA,NA,337,NA
10/1/1978,6420.3,108.6,NA,872,4000,NA,NA,97133,60.1,NA,63.7,21,NA,NA,52.9162,1981,1781,252.871,NA,NA,NA,343,NA
11/1/1978,6420.3,96.5,NA,798,4150,NA,NA,97485,61.3,NA,66.3,13.9,NA,NA,53.3032,2094,1795,255.734,NA,NA,NA,304,NA
12/1/1978,6420.3,102.2,NA,805,3980,NA,NA,97581,59.4,NA,63.8,8.4,NA,NA,53.6017,2044,1818,258.866,NA,NA,NA,344,NA
1/1/1979,6433,99.5,NA,754,3860,NA,NA,97948,58.5,NA,61.6,4,NA,NA,53.252,1630,1461,251.563,NA,NA,NA,359,NA
2/1/1979,6433,101.5,NA,723,3990,NA,NA,98329,58.2,NA,61.3,-1.5,NA,NA,53.5373,1520,1492,249.423,NA,NA,NA,359,NA
3/1/1979,6433,96.4,NA,793,3960,NA,NA,98480,57.7,NA,66.9,6,NA,NA,53.7169,1847,1720,257.18,NA,NA,NA,363,NA
4/1/1979,6440.8,94.6,NA,748,3990,NA,NA,98103,56.2,NA,63.8,-3.1,NA,NA,53.1334,1748,1597,258.953,NA,NA,NA,465,NA
5/1/1979,6440.8,96,NA,727,4090,NA,NA,98331,54.4,NA,60.7,-1.2,NA,NA,53.5456,1876,1684,267.628,NA,NA,NA,344,NA
6/1/1979,6440.8,92.7,NA,700,3800,NA,NA,98679,52.7,NA,60.3,-4.3,NA,NA,53.5321,1913,1640,272.088,NA,NA,NA,365,NA
7/1/1979,6487.1,81.4,NA,715,3820,NA,NA,99006,51.3,NA,55.2,-13.3,NA,NA,53.4571,1760,1534,278.193,NA,NA,NA,368,NA
8/1/1979,6487.1,79.4,NA,729,3840,NA,NA,98776,49.5,NA,44.6,-17.5,NA,NA,53.0958,1778,1591,279.381,NA,NA,NA,386,NA
9/1/1979,6487.1,87.8,NA,727,3940,NA,NA,99340,49.6,NA,49.7,-24.4,NA,NA,53.1524,1832,1638,282.46,NA,NA,NA,378,NA
10/1/1979,6503.9,92.3,NA,670,3770,NA,NA,99404,49,NA,51.1,-28.6,NA,NA,53.4335,1681,1481,287.719,NA,NA,NA,412,NA
11/1/1979,6503.9,90.2,NA,597,3480,NA,NA,99574,48,NA,49.1,-20.7,NA,NA,53.3928,1524,1276,285.658,NA,NA,NA,414,NA
12/1/1979,6503.9,90.7,NA,559,3390,NA,NA,99933,44.8,NA,47.1,-15.7,NA,NA,53.4391,1498,1254,287.556,NA,NA,NA,415,NA
1/1/1980,6524.9,85.9,NA,592,3330,NA,NA,99879,46.2,NA,43.9,-18.5,NA,NA,53.6852,1341,1280,296.351,NA,NA,NA,405,NA
2/1/1980,6524.9,85.3,NA,541,3190,NA,NA,99995,50.2,NA,44.9,-20.9,NA,NA,53.6976,1350,1199,286.994,NA,NA,NA,425,NA
3/1/1980,6524.9,80.8,NA,474,2970,NA,NA,99713,43.6,NA,44.2,-19.3,NA,NA,53.5284,1047,988,281.413,NA,NA,NA,418,NA
4/1/1980,6392.6,60.5,NA,370,2540,NA,NA,99233,37.4,NA,35.4,-37,NA,NA,52.4456,1051,808,271.577,NA,NA,NA,544,NA
5/1/1980,6392.6,50.1,NA,469,2480,NA,NA,98945,29.4,NA,25.2,-53,NA,NA,51.1731,927,861,265.371,NA,NA,NA,601,NA
6/1/1980,6392.6,56.1,NA,552,2600,NA,NA,98682,30.3,NA,21.4,-54.4,NA,NA,50.5456,1196,1118,262.047,NA,NA,NA,610,NA
7/1/1980,6382.9,65.4,NA,636,2930,NA,NA,98796,35,NA,26.8,-57.2,NA,NA,50.1491,1269,1259,259.159,NA,NA,NA,533,NA
8/1/1980,6382.9,70.8,NA,659,3050,NA,NA,98824,45.5,NA,37.4,-39,NA,NA,50.346,1436,1367,263.19,NA,NA,NA,533,NA
9/1/1980,6382.9,80.3,NA,596,3400,NA,NA,99077,50.1,NA,45.3,-10.3,NA,NA,51.1616,1471,1484,267.986,NA,NA,NA,511,NA
10/1/1980,6501.2,84.2,NA,561,3210,NA,NA,99317,55.5,NA,45.2,24.6,NA,NA,51.7986,1523,1366,273.192,NA,NA,NA,447,NA
11/1/1980,6501.2,87.2,NA,562,3050,NA,NA,99545,58.2,NA,52,8.5,NA,NA,52.6929,1510,1383,280.477,NA,NA,NA,407,NA
12/1/1980,6501.2,78.6,NA,532,2910,NA,NA,99634,53,NA,51.1,7.3,NA,NA,53.0021,1482,1249,291.199,NA,NA,NA,416,NA
1/1/1981,6635.7,74.4,NA,511,2710,NA,NA,99955,49.2,NA,49.9,2.1,NA,NA,52.7091,1547,1221,301.254,NA,NA,NA,419,NA
2/1/1981,6635.7,69,NA,510,2690,NA,NA,100191,48.8,NA,52.1,5.3,NA,NA,52.453,1246,1199,299.309,NA,NA,NA,420,NA
3/1/1981,6635.7,77.8,NA,514,2600,NA,NA,100571,49.6,NA,52,8.2,NA,NA,52.7285,1306,1183,297.38,NA,NA,NA,409,NA
4/1/1981,6587.3,81.6,NA,470,2670,NA,NA,101056,51.6,NA,52.6,-1.2,NA,NA,52.4959,1360,1190,296.641,NA,NA,NA,396,NA
5/1/1981,6587.3,86.9,NA,467,2630,NA,NA,101048,53.5,NA,51.5,9.3,NA,NA,52.8175,1140,1173,291.641,NA,NA,NA,423,NA
6/1/1981,6587.3,83,NA,415,2590,NA,NA,100298,50.7,NA,50.8,-2.2,NA,NA,53.0568,1045,976,289.299,NA,NA,NA,428,NA
7/1/1981,6662.9,83.5,NA,431,2490,NA,NA,100693,46.7,NA,49.1,5.4,NA,NA,53.4054,1041,935,290.158,NA,NA,NA,426,NA
8/1/1981,6662.9,85.7,NA,378,2340,NA,NA,100689,48.3,NA,50.2,17.2,NA,NA,53.3848,940,889,287.31,NA,NA,NA,448,NA
9/1/1981,6662.9,77.6,NA,338,2180,NA,NA,100064,42.5,NA,42.7,7.5,NA,NA,53.0524,911,847,286.009,NA,NA,NA,454,NA
10/1/1981,6585.1,75.6,NA,356,2080,NA,NA,100378,40,NA,42.2,-13.3,NA,NA,52.689,873,731,283.919,NA,NA,NA,491,NA
11/1/1981,6585.1,66.9,NA,382,2020,NA,NA,100207,36.1,NA,34.7,-26.2,NA,NA,52.0872,837,748,282.164,NA,NA,NA,514,NA
12/1/1981,6585.1,66.6,NA,457,2020,NA,NA,99645,37.8,NA,33.9,-34.6,NA,NA,51.5098,910,796,281.591,NA,NA,NA,551,NA
1/1/1982,6475,64.9,NA,368,1910,NA,NA,99692,38.2,NA,34.9,-19.9,NA,NA,50.4951,843,794,274.039,NA,NA,NA,545,NA
2/1/1982,6475,62.3,NA,365,1990,NA,NA,99762,38.3,NA,32.2,-15.3,NA,NA,51.5032,866,808,278.508,NA,NA,NA,556,NA
3/1/1982,6475,56.7,NA,374,1990,NA,NA,99672,36.8,NA,32.1,-15.5,NA,NA,51.1152,931,891,279.902,NA,NA,NA,556,NA
4/1/1982,6510.2,57,NA,339,1890,NA,NA,99576,37.8,NA,33.6,-3.2,NA,NA,50.6616,917,888,277.901,NA,NA,NA,585,NA
5/1/1982,6510.2,61.4,NA,384,1860,NA,NA,100116,35.5,NA,36.2,-4.6,NA,NA,50.347,1025,953,275.92,NA,NA,NA,584,NA
6/1/1982,6510.2,56.7,NA,370,1890,NA,NA,99543,38.3,NA,36.6,2.2,NA,NA,50.182,902,913,280.45,NA,NA,NA,614,NA
7/1/1982,6486.8,63.2,NA,375,1890,NA,NA,99493,38.4,NA,38.2,2.6,NA,NA,50.0324,1166,1044,276.824,NA,NA,NA,572,NA
8/1/1982,6486.8,56.9,NA,407,1900,NA,NA,99633,38.3,NA,35.4,-2.7,NA,NA,49.6058,1046,926,279.595,NA,NA,NA,606,NA
9/1/1982,6486.8,58.1,NA,481,1950,NA,NA,99504,38.8,NA,43.6,-13.6,NA,NA,49.4489,1144,1042,277.214,NA,NA,NA,641,NA
10/1/1982,6493.1,54.3,NA,480,2090,NA,NA,99215,39.4,NA,38.7,10.8,NA,NA,49.0123,1173,1149,282.069,NA,NA,NA,651,NA
11/1/1982,6493.1,57.4,NA,554,2230,NA,NA,99112,39.2,NA,40.2,1.8,NA,NA,48.8194,1372,1229,286.299,NA,NA,NA,589,NA
12/1/1982,6493.1,59.5,NA,521,2290,NA,NA,99032,42.8,NA,41.3,14.7,NA,NA,48.4724,1303,1351,283.342,NA,NA,NA,533,NA
1/1/1983,6578.2,59,NA,582,2570,NA,NA,99161,46,NA,46.5,12.5,NA,NA,49.3977,1586,1426,294.227,NA,NA,NA,510,NA
2/1/1983,6578.2,67.6,NA,562,2430,NA,NA,99089,54.4,NA,52.8,20.1,NA,NA,49.0939,1699,1471,289.024,NA,NA,NA,486,NA
3/1/1983,6578.2,79.4,NA,596,2590,NA,NA,99179,53.9,NA,56.1,32.9,NA,NA,49.4909,1606,1475,288.519,NA,NA,NA,475,NA
4/1/1983,6728.3,83.1,NA,638,2600,NA,NA,99560,54.2,NA,55.7,37.1,NA,NA,50.0897,1472,1566,292.06,NA,NA,NA,496,NA
5/1/1983,6728.3,87.7,NA,664,2740,NA,NA,99642,56.1,NA,56.9,37.7,NA,NA,50.4394,1776,1669,299.853,NA,NA,NA,494,NA
6/1/1983,6728.3,87.5,NA,651,2770,NA,NA,100633,57.5,NA,50.7,42.3,NA,NA,50.7255,1733,1769,309.053,NA,NA,NA,442,NA
7/1/1983,6860,89,NA,606,2780,NA,NA,101208,63.6,NA,63.3,49.5,NA,NA,51.5043,1785,1795,315.165,NA,NA,NA,412,NA
8/1/1983,6860,91.2,NA,572,2770,NA,NA,101608,63.1,NA,68.4,41.9,NA,NA,52.0668,1910,1713,321.055,NA,NA,NA,415,NA
9/1/1983,6860,91.1,NA,608,2780,NA,NA,102016,62.5,NA,64.9,40.6,NA,NA,52.8647,1710,1585,322.711,NA,NA,NA,403,NA
10/1/1983,7001.5,92.1,NA,632,2710,NA,NA,102039,64.4,NA,69.1,35.4,NA,NA,53.2879,1715,1716,324.438,NA,NA,NA,406,NA
11/1/1983,7001.5,96.7,NA,644,2670,NA,NA,102729,66,NA,70.5,44.8,NA,NA,53.4666,1785,1668,332.571,NA,NA,NA,390,NA
12/1/1983,7001.5,103.6,NA,773,2800,NA,NA,102996,69.9,NA,74,41,NA,NA,53.7371,1688,1627,336.67,NA,NA,NA,368,NA
1/1/1984,7140.6,103.9,NA,691,2850,NA,NA,103201,60.5,NA,69.9,47,NA,NA,54.8219,1897,1816,337.799,NA,NA,NA,356,NA
2/1/1984,7140.6,101,NA,696,2890,NA,NA,103824,61.3,NA,65,25.7,NA,NA,55.0723,2260,1987,351.964,NA,NA,NA,338,NA
